Alarm Clock	-1430.6236123265314
Amplifier	-1378.8931904649983
Battery	-1393.1897984217353
Blu Ray Player	-1511.1510782074536
Cable Modem	-1433.213597050035
Camcorder	-1465.147137597486
Camera	-1484.7781287740042
Car Stereo	-1399.7112688559355
CDPlayer	-1375.794878622205
CellPhone	-1379.23947976058
Computer	-1489.6959829350164
DVDPlayer	-1387.1657282189663
Fan	-1437.5736366554963
GPS	-1452.1619454049974
Graphics Card	-1424.2961450961407
HardDrive	-1460.3411461157377
Headphone	-1451.2185178373259
Home Theater System	-1484.235343490698
Iron	-1451.2462779548928
Keyboard	-1435.243831575947
Kindle	-1396.4793349812949
Lamp	-1383.5997898686355
Laptop	-1387.707377545806
Media Player	-1542.5271287079865
Memory Card	-1368.2659807423258
Microphone	-1424.116119635644
Microwave	-1461.8880796719366
Monitor	-1450.5793483298846
Mouse	-1419.0262987160618
MP3 Player	-1453.9855862169131
Network Adapter	-1439.1754821089153
Printer	-1456.3523545019052
Projector	-1472.336432547694
Radar Detector	-1448.7254276230708
Remote Control	-1419.885215316397
Rice Cooker	-1488.9132227597834
Scanner	-1490.5009064885983
Speaker	-1413.995343913364
Subwoofer	-1433.7211339531882
Tablet	-1438.0824628252642
Telephone	-1414.0786708964486
TV	-1429.5354184785203
Vacuum	-1496.8058114987912
Video Player	-1458.6040688342707
Video Recorder	-1485.9742291770751
Voice Recorder	-1437.2628593789946
Watch	-1494.5089552554684
Webcam	-1394.7012959354477
Wireless Router	-1484.1369229053491
Xbox	-1392.1395315181403
average	-1440.0506303139873
