Alarm Clock	-958.3907032158066
Amplifier	-984.0031601441186
Battery	-977.8056428709032
Blu Ray Player	-1083.1673510598118
Cable Modem	-998.1399845437712
Camcorder	-1054.182177214368
Camera	-1075.2675059740925
Car Stereo	-992.1162029418501
CDPlayer	-957.7929623189452
CellPhone	-976.8540735865505
Computer	-1071.0379275689506
DVDPlayer	-988.5137532304369
Fan	-974.4625612867579
GPS	-1033.5083460058056
Graphics Card	-1009.6077043646623
HardDrive	-1029.1428423920845
Headphone	-1042.9674597479755
Home Theater System	-1066.3352242954886
Iron	-989.7660077330908
Keyboard	-1007.8751093903819
Kindle	-909.6913839387968
Lamp	-946.9909200915155
Laptop	-979.4354921686299
Media Player	-1117.0557489276678
Memory Card	-940.5762274036224
Microphone	-1011.2303475280609
Microwave	-1009.93058476296
Monitor	-1026.048292082831
Mouse	-1011.906584278857
MP3 Player	-1042.8352967461235
Network Adapter	-969.2577239210514
Printer	-1043.4000950497739
Projector	-1045.5345032687799
Radar Detector	-1017.6683864601803
Remote Control	-1001.3635287600798
Rice Cooker	-977.2891146088774
Scanner	-1063.6040054605937
Speaker	-1012.4116544814838
Subwoofer	-995.5125576366205
Tablet	-1023.0630280982582
Telephone	-1015.4997196286859
TV	-1026.3319638147836
Vacuum	-1047.214754256346
Video Player	-1062.7901989362265
Video Recorder	-1077.3181298562597
Voice Recorder	-1006.6878042460651
Watch	-988.622797536021
Webcam	-970.6692302738397
Wireless Router	-1046.2901495098556
Xbox	-978.4399528512986
average	-1012.7121375294
