Alarm Clock	-46.04390972704437
Amplifier	-65.5128083787133
Battery	-47.2364451119945
Blu Ray Player	-78.20808862843384
Cable Modem	-56.29221259451949
Camcorder	-78.21075331156912
Camera	-69.88213421611408
Car Stereo	-58.00105292939479
CDPlayer	-45.71706465350374
CellPhone	-45.5419557943225
Computer	-76.5926491949228
DVDPlayer	-56.40635756334424
Fan	-54.18681676144707
GPS	-63.43572798666341
Graphics Card	-92.98103181147002
HardDrive	-61.482922919579345
Headphone	-60.43995727470141
Home Theater System	-72.15781206280668
Iron	-52.150998326106155
Keyboard	-57.24612371836091
Kindle	-50.61802177433648
Lamp	-41.19030837652595
Laptop	-48.60204824013347
Media Player	-90.7783896547616
Memory Card	-42.18729505169426
Microphone	-52.272719341020526
Microwave	-57.647260435605595
Monitor	-68.63287699982246
Mouse	-57.1845241284516
MP3 Player	-57.45479868194018
Network Adapter	-57.60366482313505
Printer	-69.09390241021241
Projector	-77.94066721311866
Radar Detector	-74.21297597054057
Remote Control	-64.30049189958233
Rice Cooker	-51.15193006093047
Scanner	-68.9515383507534
Speaker	-54.87397922943957
Subwoofer	-57.138259065875125
Tablet	-59.36594746840084
Telephone	-49.804849456246224
TV	-65.48728074575085
Vacuum	-70.54592542574339
Video Player	-72.56486131658862
Video Recorder	-88.57492078703793
Voice Recorder	-63.87070149501335
Watch	-44.615095396759166
Webcam	-59.00991792654826
Wireless Router	-69.02928692400764
Xbox	-67.64276577328536
average	-61.80148054776545
