Alarm Clock	-1417.1564542459548
Amplifier	-1474.1468788340512
Battery	-1359.0381064196356
Blu Ray Player	-1617.4493313650232
Cable Modem	-1471.4232026800685
Camcorder	-1581.903017878145
Camera	-1594.8690454899788
Car Stereo	-1473.7063497344386
CDPlayer	-1415.2058076215048
CellPhone	-1442.9064587521857
Computer	-1580.7711659722088
DVDPlayer	-1473.6608183897033
Fan	-1424.6415004261069
GPS	-1543.5725252539428
Graphics Card	-1498.10049523508
HardDrive	-1504.6884655452372
Headphone	-1515.3077004412837
Home Theater System	-1577.5317962158479
Iron	-1466.9924449046466
Keyboard	-1507.8850411117162
Kindle	-1352.5751186569582
Lamp	-1389.3800875332024
Laptop	-1436.4923501862186
Media Player	-1645.1087994778331
Memory Card	-1375.7389672590623
Microphone	-1467.7914306776674
Microwave	-1484.465975595375
Monitor	-1530.7958627309054
Mouse	-1496.5683630170693
MP3 Player	-1559.0543830014794
Network Adapter	-1472.8909605418958
Printer	-1552.5501986247668
Projector	-1571.9252269474312
Radar Detector	-1516.4388163820795
Remote Control	-1482.2251356743743
Rice Cooker	-1460.622999064673
Scanner	-1586.1253779437197
Speaker	-1521.2848654350692
Subwoofer	-1462.958448430612
Tablet	-1538.0501157809538
Telephone	-1494.5087439202962
TV	-1534.363781528687
Vacuum	-1554.605014510193
Video Player	-1585.863988101986
Video Recorder	-1602.0135619310581
Voice Recorder	-1474.9650674316322
Watch	-1431.6673420472716
Webcam	-1454.8981111513665
Wireless Router	-1568.1063945753203
Xbox	-1462.6236535996898
average	-1500.1523149655122
