Alarm Clock	-1419.0249757075487
Amplifier	-1420.6004110567187
Battery	-1424.1968487175125
Blu Ray Player	-1557.91192223864
Cable Modem	-1436.0392278697004
Camcorder	-1515.2214218035806
Camera	-1525.151560246553
Car Stereo	-1426.32360194725
CDPlayer	-1408.5364893205365
CellPhone	-1422.9354784675074
Computer	-1540.8034177960867
DVDPlayer	-1404.5296929971462
Fan	-1428.8911077461303
GPS	-1471.2204742463614
Graphics Card	-1454.6356285229617
HardDrive	-1475.0487002449142
Headphone	-1477.2136444469033
Home Theater System	-1529.5541311156276
Iron	-1448.0162478918492
Keyboard	-1465.7541194104729
Kindle	-1354.6402753038212
Lamp	-1412.8116820734047
Laptop	-1417.6051758908006
Media Player	-1593.4921008297374
Memory Card	-1376.321497973625
Microphone	-1442.167453435856
Microwave	-1448.6309732065788
Monitor	-1484.9955302430592
Mouse	-1462.2480889051205
MP3 Player	-1485.6246726284903
Network Adapter	-1412.2830544447763
Printer	-1517.7421067738696
Projector	-1508.8863600066338
Radar Detector	-1460.288801036001
Remote Control	-1436.2065819483116
Rice Cooker	-1420.7058449639799
Scanner	-1527.044864761561
Speaker	-1451.5171350106107
Subwoofer	-1429.491624866515
Tablet	-1470.2072563278016
Telephone	-1453.2261085425682
TV	-1469.0791055589389
Vacuum	-1496.611505045004
Video Player	-1514.7452279344118
Video Recorder	-1535.611592741658
Voice Recorder	-1435.7813956092527
Watch	-1447.0371918521669
Webcam	-1410.1906705920014
Wireless Router	-1511.8854366677947
Xbox	-1406.5570175047144
average	-1460.9049086894615
