Alarm Clock	-966.021417806017
Amplifier	-965.6950908812349
Battery	-977.3013139893521
Blu Ray Player	-1073.7356619111836
Cable Modem	-991.4662880505226
Camcorder	-1033.4297273393154
Camera	-1042.465939277806
Car Stereo	-980.2191796251008
CDPlayer	-967.1485588743112
CellPhone	-966.4460604897821
Computer	-1063.0150482457118
DVDPlayer	-962.4067319494164
Fan	-971.2539466069717
GPS	-1008.1281829284391
Graphics Card	-993.1871805763082
HardDrive	-1007.2800863300665
Headphone	-1003.4666043351451
Home Theater System	-1043.3696773911183
Iron	-1004.7201478997218
Keyboard	-979.052155209251
Kindle	-951.8834921661489
Lamp	-946.3539674689057
Laptop	-961.135918072798
Media Player	-1100.41813714499
Memory Card	-913.4592791964907
Microphone	-991.9236155582038
Microwave	-998.3033528478948
Monitor	-1006.8743283868021
Mouse	-988.863362810487
MP3 Player	-1022.7862800352519
Network Adapter	-969.882063382182
Printer	-1033.039479314498
Projector	-1023.5120115978888
Radar Detector	-1002.4075054929599
Remote Control	-994.5735037481315
Rice Cooker	-967.366109861377
Scanner	-1045.096201314361
Speaker	-990.2286883407776
Subwoofer	-979.1476588541232
Tablet	-1007.2492219870951
Telephone	-996.3725212587747
TV	-1013.0503738189801
Vacuum	-1013.5772097005222
Video Player	-1039.9002003153325
Video Recorder	-1072.2957476376525
Voice Recorder	-979.2238544335818
Watch	-988.3807085334876
Webcam	-967.5936047844384
Wireless Router	-1034.781552219072
Xbox	-956.8256298810868
average	-999.1262915976213
