Alarm Clock	-337.33702971727155
Amplifier	-339.8206401527273
Battery	-336.9919505940664
Blu Ray Player	-367.3255695824218
Cable Modem	-350.60794960056177
Camcorder	-364.18340293619246
Camera	-369.22662192838214
Car Stereo	-345.80341565164093
CDPlayer	-336.8128903408353
CellPhone	-340.1657255379626
Computer	-365.96746633726224
DVDPlayer	-345.91472402994964
Fan	-337.9773524136489
GPS	-359.0329159669212
Graphics Card	-339.7665475990236
HardDrive	-355.27164692952925
Headphone	-363.0401064446487
Home Theater System	-366.05282625129377
Iron	-346.7259288497193
Keyboard	-351.201408974943
Kindle	-320.0391518058253
Lamp	-335.1052215709916
Laptop	-340.9222900998856
Media Player	-378.42935810345193
Memory Card	-331.62907638809173
Microphone	-349.5439378146437
Microwave	-347.618016824407
Monitor	-346.6506563564879
Mouse	-352.2387870181452
MP3 Player	-361.09183046968275
Network Adapter	-342.7681419152914
Printer	-360.86263687604037
Projector	-354.7534546982059
Radar Detector	-352.7600427887837
Remote Control	-346.232411698629
Rice Cooker	-340.8552016450666
Scanner	-369.0787218965393
Speaker	-356.7979724253867
Subwoofer	-344.7194144553834
Tablet	-355.6058902715034
Telephone	-356.46120977972475
TV	-356.49332044788184
Vacuum	-362.7632138103892
Video Player	-366.071438585246
Video Recorder	-365.3627611992132
Voice Recorder	-352.57186803107396
Watch	-344.4018857330836
Webcam	-342.45563727264357
Wireless Router	-362.5171322810973
Xbox	-342.331785843029
average	-351.1671717588964
