Alarm Clock	-572.1073544783079
Amplifier	-575.9054137881649
Battery	-549.2826628638727
Blu Ray Player	-633.5417298497835
Cable Modem	-585.6032134442703
Camcorder	-602.8349665776075
Camera	-607.8714633389512
Car Stereo	-588.1804459456863
CDPlayer	-568.4994267720381
CellPhone	-571.6762942730478
Computer	-634.4118149905493
DVDPlayer	-581.8209374476074
Fan	-570.570611655539
GPS	-593.540149650993
Graphics Card	-605.7094096154615
HardDrive	-605.5025340670315
Headphone	-592.8788171672176
Home Theater System	-637.2453906022796
Iron	-598.4049421346822
Keyboard	-583.5406244135859
Kindle	-559.6966340186643
Lamp	-579.8098430416295
Laptop	-587.4934544293545
Media Player	-634.3920369208394
Memory Card	-557.2923958460825
Microphone	-577.7278567539618
Microwave	-596.6437295423735
Monitor	-611.8632359791368
Mouse	-592.4069822178632
MP3 Player	-619.2406442217803
Network Adapter	-590.5539198403509
Printer	-622.2101461269289
Projector	-614.00137072197
Radar Detector	-594.2732168985963
Remote Control	-576.6419597243311
Rice Cooker	-604.2816376726086
Scanner	-627.9186356578892
Speaker	-596.3123747039396
Subwoofer	-578.0789590443077
Tablet	-612.0276311147014
Telephone	-596.2737097122197
TV	-610.6581898200753
Vacuum	-623.2876660908879
Video Player	-628.3448450287669
Video Recorder	-622.5683244942113
Voice Recorder	-594.290625521042
Watch	-595.1278890495016
Webcam	-586.7546454385
Wireless Router	-636.9796593290265
Xbox	-578.0749253169463
average	-597.2871069471032
