Alarm Clock	-584.8473896618619
Amplifier	-593.6112439450557
Battery	-578.7325413672046
Blu Ray Player	-660.2352190728731
Cable Modem	-619.6684833816743
Camcorder	-630.528665560989
Camera	-649.8428469732077
Car Stereo	-608.872180367646
CDPlayer	-597.4267520077005
CellPhone	-600.0655371839259
Computer	-642.434044295263
DVDPlayer	-605.3444442403481
Fan	-593.9013715576264
GPS	-614.3996457870232
Graphics Card	-609.8253763933819
HardDrive	-619.2881420469507
Headphone	-635.1335469646838
Home Theater System	-661.2196766817948
Iron	-617.0941287581932
Keyboard	-609.2346107895738
Kindle	-582.5813096740105
Lamp	-576.5357609042763
Laptop	-598.6863335611524
Media Player	-664.6136180077333
Memory Card	-580.6075558981773
Microphone	-624.1046057860423
Microwave	-618.9621158183883
Monitor	-613.8978369594881
Mouse	-621.8205126131465
MP3 Player	-624.1631960192208
Network Adapter	-615.4529468361408
Printer	-645.4189079022684
Projector	-624.7019265107746
Radar Detector	-615.4979972352206
Remote Control	-611.0036897791263
Rice Cooker	-610.1956548633256
Scanner	-644.8991081225461
Speaker	-626.4672494318999
Subwoofer	-611.4099686622133
Tablet	-629.5261581246236
Telephone	-614.7528340971489
TV	-618.0959357471652
Vacuum	-648.7544992767948
Video Player	-641.2340476160748
Video Recorder	-650.0359317820742
Voice Recorder	-607.7770443265915
Watch	-603.993166831616
Webcam	-585.8846778014678
Wireless Router	-646.490423242784
Xbox	-599.6028799187151
average	-617.7774748077436
