Alarm Clock	-141.7473098531719
Amplifier	-141.06582718727788
Battery	-138.90315420125572
Blu Ray Player	-150.16845845770285
Cable Modem	-143.4659116175215
Camcorder	-147.3609443569938
Camera	-152.84541945359877
Car Stereo	-142.35249985036486
CDPlayer	-140.80169217781432
CellPhone	-139.38425327592387
Computer	-148.50222978777728
DVDPlayer	-140.4063261239028
Fan	-142.64644216710337
GPS	-148.78653872860792
Graphics Card	-139.1613521003179
HardDrive	-144.41844329752414
Headphone	-149.6597427394456
Home Theater System	-149.65360041063798
Iron	-145.75776389172304
Keyboard	-145.72782053716494
Kindle	-136.1343112710115
Lamp	-135.8039981179854
Laptop	-140.51851967844607
Media Player	-150.77298178109774
Memory Card	-134.65108466259332
Microphone	-141.9549695952033
Microwave	-141.3109320391762
Monitor	-143.97853993910056
Mouse	-144.51182189641955
MP3 Player	-146.40947088268942
Network Adapter	-146.1595767367601
Printer	-148.48499343054797
Projector	-144.22001225206722
Radar Detector	-145.5949205753018
Remote Control	-144.0245745076749
Rice Cooker	-143.38122975702635
Scanner	-151.81338621925417
Speaker	-146.91913880654153
Subwoofer	-144.88577855125263
Tablet	-147.52061199463893
Telephone	-144.75864107054568
TV	-146.53662361528885
Vacuum	-151.02646422283254
Video Player	-149.49400564082725
Video Recorder	-153.8324128196138
Voice Recorder	-143.57677008894572
Watch	-140.6604264031592
Webcam	-141.82917575296457
Wireless Router	-149.2608287655677
Xbox	-143.14412439508263
average	-144.7197211137089
