Alarm Clock	-143.73953930727393
Amplifier	-142.257106312697
Battery	-143.60854798107397
Blu Ray Player	-150.088329042552
Cable Modem	-145.29242238773588
Camcorder	-145.98947835152308
Camera	-146.95529684852212
Car Stereo	-136.1743302803863
CDPlayer	-148.18250440864915
CellPhone	-147.61911196739015
Computer	-147.73503703527282
DVDPlayer	-142.47856258466817
Fan	-148.69239288089352
GPS	-149.69572922649658
Graphics Card	-138.48074781473096
HardDrive	-147.29024917068432
Headphone	-148.7546394125553
Home Theater System	-146.95852617018573
Iron	-148.15752407025005
Keyboard	-143.44244844743568
Kindle	-142.86430240485632
Lamp	-152.83681547252755
Laptop	-146.81670298216608
Media Player	-151.67424173756214
Memory Card	-147.23499919925993
Microphone	-150.16093690342694
Microwave	-142.08438613916297
Monitor	-142.51772099894222
Mouse	-146.20365960442047
MP3 Player	-145.532762358932
Network Adapter	-141.75103995101856
Printer	-147.55540789410915
Projector	-143.45272554783253
Radar Detector	-142.21151065471898
Remote Control	-139.76268317618576
Rice Cooker	-152.76433331757022
Scanner	-147.6073419575685
Speaker	-147.01480794232205
Subwoofer	-144.72215723178022
Tablet	-143.2190697706303
Telephone	-153.8730474072023
TV	-142.0516945648136
Vacuum	-147.29847008169244
Video Player	-146.7002328242159
Video Recorder	-149.8320950340831
Voice Recorder	-136.41432974094417
Watch	-152.10846611108954
Webcam	-137.11584095469678
Wireless Router	-150.04983519044157
Xbox	-136.95320661020662
average	-145.63954694930715
