Alarm Clock	-319.92288506273053
Amplifier	-323.40166339603167
Battery	-321.23704188018814
Blu Ray Player	-355.26177737706814
Cable Modem	-339.1691516832467
Camcorder	-340.23293239341
Camera	-351.9092638587268
Car Stereo	-328.55912907628397
CDPlayer	-329.4122028573028
CellPhone	-330.72838207651694
Computer	-348.7377280569366
DVDPlayer	-329.2003098062759
Fan	-322.56834444329496
GPS	-330.41023082000953
Graphics Card	-325.12872771911697
HardDrive	-331.10334308437444
Headphone	-345.06624514348243
Home Theater System	-358.649428913727
Iron	-337.56139226427456
Keyboard	-328.59467518683505
Kindle	-320.28975195822807
Lamp	-319.3802832419384
Laptop	-327.1396424226354
Media Player	-357.634699639429
Memory Card	-317.72358673415334
Microphone	-339.05340925197834
Microwave	-337.2150895767967
Monitor	-330.03864729408787
Mouse	-339.7588575943257
MP3 Player	-341.11518993853497
Network Adapter	-335.7026941802129
Printer	-348.11202341936064
Projector	-337.11332275006583
Radar Detector	-330.7367776485268
Remote Control	-337.1122424001512
Rice Cooker	-332.70329318620315
Scanner	-346.28417806600277
Speaker	-346.42618369200136
Subwoofer	-334.41077601571834
Tablet	-341.5233072836742
Telephone	-335.9260830445315
TV	-333.6595183767377
Vacuum	-353.1261808310802
Video Player	-347.3823206257523
Video Recorder	-342.32611917925567
Voice Recorder	-329.23917642127805
Watch	-329.71715245100836
Webcam	-318.0290464383036
Wireless Router	-348.19585176915695
Xbox	-323.07914460814965
average	-335.5401881027823
