Alarm Clock	-1417.614756138602
Amplifier	-1419.4175775585868
Battery	-1385.7143715424174
Blu Ray Player	-1552.1630030654608
Cable Modem	-1443.7894905994824
Camcorder	-1505.3685159557633
Camera	-1531.6291782617595
Car Stereo	-1404.7568364780568
CDPlayer	-1414.1781257987427
CellPhone	-1422.5377868700857
Computer	-1544.3477565109301
DVDPlayer	-1397.769962790567
Fan	-1433.1886070321357
GPS	-1467.7065493800717
Graphics Card	-1456.7131172081997
HardDrive	-1476.3644147140183
Headphone	-1469.150627004899
Home Theater System	-1527.3534104288997
Iron	-1437.7517763008902
Keyboard	-1450.8434530726804
Kindle	-1347.9078308063313
Lamp	-1391.6761676551075
Laptop	-1414.4952591019426
Media Player	-1596.7529898242715
Memory Card	-1384.3634990328565
Microphone	-1439.1996582742663
Microwave	-1444.9268708141196
Monitor	-1488.2654058826897
Mouse	-1453.2449426081323
MP3 Player	-1484.975777225633
Network Adapter	-1399.4588238983702
Printer	-1509.1683714586545
Projector	-1501.7158781073315
Radar Detector	-1452.050814473626
Remote Control	-1433.3198885602121
Rice Cooker	-1420.5100246372638
Scanner	-1515.1954057605094
Speaker	-1459.8235643909406
Subwoofer	-1427.0799152457964
Tablet	-1470.0933793528563
Telephone	-1458.518563022502
TV	-1466.7179532764212
Vacuum	-1493.7019324363491
Video Player	-1516.2903062300463
Video Recorder	-1545.4066465137075
Voice Recorder	-1424.1418804725176
Watch	-1432.5237771753682
Webcam	-1408.1548440773627
Wireless Router	-1506.602415977007
Xbox	-1397.6087932686235
average	-1456.845017925461
