Alarm Clock	-1236.1624281428194
Amplifier	-1232.8814883273983
Battery	-1255.1079351139274
Blu Ray Player	-1364.7468662774502
Cable Modem	-1297.852823410681
Camcorder	-1364.4484388358887
Camera	-1298.7000701227325
Car Stereo	-1271.6005544829393
CDPlayer	-1210.5899164075288
CellPhone	-1251.3765623241954
Computer	-1353.4962042705474
DVDPlayer	-1263.0232634257989
Fan	-1260.6522178877117
GPS	-1326.335837239198
Graphics Card	-1354.2141042053097
HardDrive	-1259.8378102924496
Headphone	-1331.8015203398993
Home Theater System	-1307.4888624095977
Iron	-1291.6480710283167
Keyboard	-1305.2672271148826
Kindle	-1280.8664158004397
Lamp	-1225.6440662249825
Laptop	-1216.9937509197262
Media Player	-1385.7691483703932
Memory Card	-1169.1097395897093
Microphone	-1282.468610031125
Microwave	-1304.6961038641532
Monitor	-1296.5402905413541
Mouse	-1326.0292180110057
MP3 Player	-1374.864811912227
Network Adapter	-1332.3915452897634
Printer	-1339.674957834966
Projector	-1295.6280193664236
Radar Detector	-1352.1600644231194
Remote Control	-1326.4201514586518
Rice Cooker	-1285.0469592511104
Scanner	-1390.3619613628618
Speaker	-1254.1058534476626
Subwoofer	-1267.8256980813662
Tablet	-1316.901590067044
Telephone	-1269.9230210750443
TV	-1319.644667190222
Vacuum	-1332.830264729793
Video Player	-1382.101132790247
Video Recorder	-1325.32409814962
Voice Recorder	-1258.1117315350625
Watch	-1241.1118047517489
Webcam	-1253.8908667581961
Wireless Router	-1352.2185967586536
Xbox	-1269.060995096896
average : -1297.2989667268569
