Alarm Clock	-1234.6408349689375
Amplifier	-1219.1942422432237
Battery	-1129.4158768036964
Blu Ray Player	-1269.8411202583695
Cable Modem	-1182.8493056962268
Camcorder	-1296.060102269771
Camera	-1248.0344174878364
Car Stereo	-1230.2327318819514
CDPlayer	-1137.0693387252352
CellPhone	-1164.5154595426002
Computer	-1226.4716002303094
DVDPlayer	-1159.177282826414
Fan	-1140.2886861586117
GPS	-1208.8040744732778
Graphics Card	-1257.5787106287673
HardDrive	-1206.520609263666
Headphone	-1209.8425139389399
Home Theater System	-1338.27715660262
Iron	-1231.2156946366047
Keyboard	-1224.9674522349071
Kindle	-1213.1182621407438
Lamp	-1112.7657620966957
Laptop	-1172.5905027092583
Media Player	-1301.605370975205
Memory Card	-1152.03243372118
Microphone	-1241.5280808281727
Microwave	-1150.064071741542
Monitor	-1197.6409566672846
Mouse	-1235.1488316771329
MP3 Player	-1272.30144612634
Network Adapter	-1170.1006574353817
Printer	-1346.9643577375925
Projector	-1285.6206126768238
Radar Detector	-1252.6683289268774
Remote Control	-1197.8269536860817
Rice Cooker	-1223.965629557121
Scanner	-1236.577004693673
Speaker	-1200.1202380073892
Subwoofer	-1232.1084992570618
Tablet	-1258.283304077887
Telephone	-1157.7205506422365
TV	-1248.8645932300476
Vacuum	-1237.4597436335093
Video Player	-1295.1193347149162
Video Recorder	-1280.2852093657964
Voice Recorder	-1164.432892033784
Watch	-1156.11164715661
Webcam	-1151.019738139208
Wireless Router	-1302.511633377213
Xbox	-1193.3711173762154
average : -1219.0984995056192
