Alarm Clock	-1203.1426215238832
Amplifier	-1189.580725752567
Battery	-1100.0477841716036
Blu Ray Player	-1182.0817707100753
Cable Modem	-1156.998681900932
Camcorder	-1218.6706792897605
Camera	-1242.1348982438724
Car Stereo	-1179.4253884951445
CDPlayer	-1104.0985795784425
CellPhone	-1170.8105509659893
Computer	-1213.2038379143544
DVDPlayer	-1153.5116032451524
Fan	-1131.2516047025813
GPS	-1170.4828897548446
Graphics Card	-1201.999859909881
HardDrive	-1203.3172591547968
Headphone	-1148.6028101390245
Home Theater System	-1182.0091881199098
Iron	-1211.7647782552042
Keyboard	-1190.405286616893
Kindle	-1182.890668096483
Lamp	-1147.2324792632348
Laptop	-1154.3787402866644
Media Player	-1230.7604817498616
Memory Card	-1131.8340976114168
Microphone	-1198.4327499983115
Microwave	-1146.4693138128298
Monitor	-1154.803561504098
Mouse	-1187.806263270398
MP3 Player	-1231.6538993117626
Network Adapter	-1107.5902305428385
Printer	-1251.119761743707
Projector	-1195.4896308682191
Radar Detector	-1201.843727308655
Remote Control	-1147.2537094707793
Rice Cooker	-1206.837562453733
Scanner	-1159.2413943486085
Speaker	-1170.70331825899
Subwoofer	-1199.9267957647191
Tablet	-1149.735673393574
Telephone	-1140.24219847836
TV	-1184.5782196228204
Vacuum	-1204.3047137056783
Video Player	-1213.5087382731338
Video Recorder	-1199.8688140969775
Voice Recorder	-1142.018886706041
Watch	-1152.3002490698489
Webcam	-1132.8680526433463
Wireless Router	-1226.6878055431073
Xbox	-1160.941656051011
average : -1177.3372838338823
