Alarm Clock	-1292.2939859248484
Amplifier	-1260.2033427019787
Battery	-1179.7416602670994
Blu Ray Player	-1349.8208851045347
Cable Modem	-1234.4100697004155
Camcorder	-1374.446649137117
Camera	-1290.550677811488
Car Stereo	-1235.4865743199505
CDPlayer	-1160.062647022613
CellPhone	-1213.556814612214
Computer	-1275.338647916075
DVDPlayer	-1217.0113570690323
Fan	-1183.5378733740204
GPS	-1256.8680242904343
Graphics Card	-1296.5086416073577
HardDrive	-1223.2851478557973
Headphone	-1230.8449739558614
Home Theater System	-1380.62344602296
Iron	-1268.9542127873685
Keyboard	-1244.4530059499887
Kindle	-1229.5437763706846
Lamp	-1144.4769049516474
Laptop	-1200.35461978654
Media Player	-1296.432564945666
Memory Card	-1207.69629681396
Microphone	-1267.607610852545
Microwave	-1205.6105700633007
Monitor	-1206.6200896814362
Mouse	-1265.2463397479783
MP3 Player	-1324.752961245685
Network Adapter	-1192.4983504657102
Printer	-1395.3190215547677
Projector	-1367.6267829668855
Radar Detector	-1299.9111367086248
Remote Control	-1270.9332039924518
Rice Cooker	-1265.905069014817
Scanner	-1280.651043955182
Speaker	-1251.3876108901684
Subwoofer	-1254.6136897021972
Tablet	-1259.9206836401893
Telephone	-1201.9044630084272
TV	-1322.48385676275
Vacuum	-1320.654593047529
Video Player	-1337.7963374880517
Video Recorder	-1387.4227392588182
Voice Recorder	-1233.9805850644625
Watch	-1202.310608882494
Webcam	-1168.105607362512
Wireless Router	-1352.8556604115306
Xbox	-1258.8188650573472
average : -1262.82880562251
