Alarm Clock	-1198.8893320387033
Amplifier	-1243.7516205863512
Battery	-1127.480822824834
Blu Ray Player	-1349.8054190107644
Cable Modem	-1240.354079848756
Camcorder	-1371.040667117359
Camera	-1339.2961486975853
Car Stereo	-1253.4362926155416
CDPlayer	-1143.7440340779567
CellPhone	-1215.3182432725882
Computer	-1360.0632929922597
DVDPlayer	-1189.9047546150055
Fan	-1175.3076404522203
GPS	-1281.453525298682
Graphics Card	-1216.2159408025575
HardDrive	-1227.1166132003414
Headphone	-1162.3968067858166
Home Theater System	-1310.9263479802423
Iron	-1237.3516567771812
Keyboard	-1217.5451491070196
Kindle	-1171.3794869456585
Lamp	-1159.403851238217
Laptop	-1223.9955402568382
Media Player	-1361.2752982254465
Memory Card	-1146.7666172397012
Microphone	-1257.922854695429
Microwave	-1226.3140141385675
Monitor	-1250.4095249210773
Mouse	-1233.4226630455742
MP3 Player	-1311.3992953162888
Network Adapter	-1180.1009970028404
Printer	-1344.2245677490996
Projector	-1351.3906328108112
Radar Detector	-1290.949010057385
Remote Control	-1261.5510498063484
Rice Cooker	-1222.4029280102407
Scanner	-1289.7750190724432
Speaker	-1128.2796415583653
Subwoofer	-1197.688828552908
Tablet	-1247.76043221102
Telephone	-1235.4849597793252
TV	-1339.9226190430445
Vacuum	-1259.372995865529
Video Player	-1251.012184444245
Video Recorder	-1347.0349696676062
Voice Recorder	-1204.709674779161
Watch	-1162.6838639605974
Webcam	-1194.644942098899
Wireless Router	-1319.0873034038948
Xbox	-1245.7669446500306
average coherence	-1245.5506219729668
