Alarm Clock	-1228.105887480696
Amplifier	-1222.265710012377
Battery	-1141.791935670648
Blu Ray Player	-1280.048395195627
Cable Modem	-1198.09741544652
Camcorder	-1318.6558546741019
Camera	-1269.8605285804972
Car Stereo	-1222.1985355506317
CDPlayer	-1118.9740591076054
CellPhone	-1197.7029498151765
Computer	-1288.6186671195644
DVDPlayer	-1181.9515267407237
Fan	-1168.9171398261255
GPS	-1276.2132812160148
Graphics Card	-1206.3754876845546
HardDrive	-1206.8996707632994
Headphone	-1133.6647025653294
Home Theater System	-1266.8355924301927
Iron	-1243.685793439102
Keyboard	-1183.4056570558635
Kindle	-1188.5416921335075
Lamp	-1148.6622477731646
Laptop	-1228.3076166718756
Media Player	-1307.3434223790832
Memory Card	-1176.0956687517948
Microphone	-1231.247610012006
Microwave	-1222.531069426242
Monitor	-1213.605623124436
Mouse	-1195.8941413803811
MP3 Player	-1286.8809870409973
Network Adapter	-1153.1314196369065
Printer	-1331.6225475708825
Projector	-1313.5230266983485
Radar Detector	-1258.658023528471
Remote Control	-1209.8309289073702
Rice Cooker	-1250.2243527317114
Scanner	-1232.0942514757573
Speaker	-1181.9595171252024
Subwoofer	-1226.2394162273924
Tablet	-1176.9151245350924
Telephone	-1183.1304615628678
TV	-1298.420697207653
Vacuum	-1241.8753249647082
Video Player	-1286.5823636314612
Video Recorder	-1339.5071646523263
Voice Recorder	-1177.1865737660648
Watch	-1189.7924340517568
Webcam	-1194.7179808610788
Wireless Router	-1315.108789088348
Xbox	-1229.5290176881
average : -1226.868565699593
