Alarm Clock	-1221.627898089773
Amplifier	-1220.352113738164
Battery	-1258.6086262017016
Blu Ray Player	-1355.1902537273313
Cable Modem	-1279.2978207932633
Camcorder	-1374.9776347130794
Camera	-1277.305725684978
Car Stereo	-1229.9478586316284
CDPlayer	-1218.785337639544
CellPhone	-1264.0391860470431
Computer	-1355.739894341468
DVDPlayer	-1299.2569267468045
Fan	-1329.9900725882515
GPS	-1329.0511288386042
Graphics Card	-1293.3532468264254
HardDrive	-1300.1804417905494
Headphone	-1299.9155930731242
Home Theater System	-1361.2741307693761
Iron	-1328.7698072611859
Keyboard	-1300.1304806384012
Kindle	-1302.7888461603939
Lamp	-1220.6598508975037
Laptop	-1232.2720077439903
Media Player	-1396.2224156298246
Memory Card	-1212.6170010245098
Microphone	-1284.5094921490609
Microwave	-1323.9088752963894
Monitor	-1318.511535047302
Mouse	-1389.6591481290827
MP3 Player	-1352.9232899953106
Network Adapter	-1271.8518786606794
Printer	-1336.988596338299
Projector	-1271.7741765404623
Radar Detector	-1312.036122533254
Remote Control	-1327.8499623585974
Rice Cooker	-1291.8654738029895
Scanner	-1307.6439420010242
Speaker	-1289.1635220109163
Subwoofer	-1282.3332977704367
Tablet	-1321.8559952332132
Telephone	-1237.1032375635575
TV	-1351.404938727901
Vacuum	-1349.2214998193065
Video Player	-1378.813106092614
Video Recorder	-1334.3242545225105
Voice Recorder	-1239.9933735251293
Watch	-1264.8943638062037
Webcam	-1340.9360780520972
Wireless Router	-1375.1836693471466
Xbox	-1270.9384844451909
average : -1301.7608522673117
