Alarm Clock	-1221.4081540386176
Amplifier	-1327.4881469747409
Battery	-1293.7677305127347
Blu Ray Player	-1436.398689506457
Cable Modem	-1279.819598171413
Camcorder	-1442.530248030727
Camera	-1448.9527690363552
Car Stereo	-1244.8997363905082
CDPlayer	-1247.8395066521712
CellPhone	-1284.3024227665837
Computer	-1455.9423040268873
DVDPlayer	-1304.1663047946688
Fan	-1206.6472129672215
GPS	-1378.8605022657512
Graphics Card	-1396.7489751920841
HardDrive	-1361.1484052811352
Headphone	-1339.1197114924505
Home Theater System	-1437.3746884686088
Iron	-1257.55954575937
Keyboard	-1357.3752013924973
Kindle	-1203.5144254986517
Lamp	-1205.1997508752168
Laptop	-1302.9137446033412
Media Player	-1558.0638949850947
Memory Card	-1249.7700303430215
Microphone	-1261.5473184569753
Microwave	-1324.027509349658
Monitor	-1412.862631366879
Mouse	-1335.9267736530899
MP3 Player	-1370.3674397545615
Network Adapter	-1264.9633621918506
Printer	-1399.79193862743
Projector	-1440.8372364499266
Radar Detector	-1363.0593202127163
Remote Control	-1347.7179008080993
Rice Cooker	-1197.037461811627
Scanner	-1424.1752532714029
Speaker	-1340.9558021015187
Subwoofer	-1286.081104674017
Tablet	-1417.1276160998489
Telephone	-1306.4661868547794
TV	-1392.9246121360022
Vacuum	-1353.199207773722
Video Player	-1417.7227735680715
Video Recorder	-1467.4623278440636
Voice Recorder	-1357.3180846779976
Watch	-1267.493098245518
Webcam	-1307.3587233931682
Wireless Router	-1446.1186336044311
Xbox	-1334.9703502116822
average : -1341.5864873433065
