Alarm Clock	-731.5675562577527
Amplifier	-742.3195233768017
Battery	-714.2948712643014
Blu Ray Player	-919.5368066771705
Cable Modem	-775.1625862313516
Camcorder	-879.5699210707114
Camera	-905.3470530552626
Car Stereo	-792.5788809259146
CDPlayer	-750.7831301400508
CellPhone	-781.6386944125577
Computer	-801.3418652472358
DVDPlayer	-832.0917391172312
Fan	-746.5177840237187
GPS	-867.2274638825024
Graphics Card	-852.0531794007967
HardDrive	-777.115631288525
Headphone	-767.1937106402042
Home Theater System	-910.8289260816099
Iron	-870.2639814918206
Keyboard	-813.8380769903755
Kindle	-791.6628260417253
Lamp	-695.7997742447028
Laptop	-809.4888238680966
Media Player	-1074.9749123315532
Memory Card	-724.401323351237
Microphone	-749.2942887683354
Microwave	-777.7171469314836
Monitor	-845.1817150241482
Mouse	-793.7996714794252
MP3 Player	-795.1732322888205
Network Adapter	-728.9525257219299
Printer	-952.1057637861461
Projector	-854.703694966243
Radar Detector	-836.4861713683814
Remote Control	-782.5145687185144
Rice Cooker	-784.0164489289781
Scanner	-869.7730842824968
Speaker	-791.717191108932
Subwoofer	-801.9289570126936
Tablet	-795.9988316134005
Telephone	-746.4250927618206
TV	-841.5946626608368
Vacuum	-906.8169219847933
Video Player	-775.4592679783757
Video Recorder	-824.5006403644053
Voice Recorder	-718.392535321033
Watch	-756.8711883671389
Webcam	-766.471665537695
Wireless Router	-922.6245527954746
Xbox	-765.189446250323
average : -810.2261661487008
